,Year,Match_Number,Time,Stadium,Team1,Team1_score,Team1_Overs_Played,Team2,Team2_score,Team2_Overs_Played,Win_team
0,2008,Final,20:00,"DY Patil Stadium, Navi Mumbai",Chennai Super Kings,163/5,20/20,Rajasthan Royals,164/7,20/20,Rajasthan Royals
1,2008,2nd Semi-Final,20:00,"Wankhede Stadium, Mumbai",Chennai Super Kings,116/1,14.5/20,Punjab Kings,112/8,20/20,Chennai Super Kings
2,2008,1st Semi-Final,20:00,"Wankhede Stadium, Mumbai",Delhi Capitals,87,16.1/20,Rajasthan Royals,192/9,20/20,Rajasthan Royals
3,2008,Match 56,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,221/3,20/20,Rajasthan Royals,180/7,20/20,Punjab Kings
4,2008,Match 55,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,122/9,18/20,Mumbai Indians,126/1,16/20,Mumbai Indians
5,2008,Match 54,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,147/8,20/20,Chennai Super Kings,148/3,19.2/20,Chennai Super Kings
6,2008,Match 53,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,146/5,20/20,Mumbai Indians,145/7,20/20,Rajasthan Royals
7,2008,Match 52,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,175/7,19.4/20,Punjab Kings,174/6,20/20,Kolkata Knight Riders
8,2008,Match 51,16:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,165,20/20,Royal Challengers Bangalore,171/5,19/20,Royal Challengers Bangalore
9,2008,Match 50,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,179/5,19.5/20,Mumbai Indians,176/8,20/20,Delhi Capitals
10,2008,Match 49,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,201/7,20/20,Rajasthan Royals,211/5,20/20,Rajasthan Royals
11,2008,Match 48,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,178/4,19.3/20,Deccan Chargers,175/4,20/20,Punjab Kings
12,2008,Match 46,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,112/8,20/20,Royal Challengers Bangalore,126/8,20/20,Royal Challengers Bangalore
13,2008,Match 45,16:00,"Wankhede Stadium, Mumbai",Mumbai Indians,188,20/20,Punjab Kings,189/4,20/20,Punjab Kings
14,2008,Match 44,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,147/8,20/20,Rajasthan Royals,150/4,16.3/20,Rajasthan Royals
15,2008,Match 43,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,154/7,20/20,Delhi Capitals,158/5,18.2/20,Delhi Capitals
16,2008,Match 42,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,153/7,20/20,Mumbai Indians,178/7,20/20,Mumbai Indians
17,2008,Match 41,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,52/5,8/20,Chennai Super Kings,55/0,8/8,Chennai Super Kings
18,2008,Match 40,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,88/4,8/20,Punjab Kings,94/3,8/8,Punjab Kings
19,2008,Match 39,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,197/1,20/20,Royal Challengers Bangalore,132/9,20/20,Rajasthan Royals
20,2008,Match 38,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,68/2,3/20,Kolkata Knight Riders,67,15.2/20,Mumbai Indians
21,2008,Match 37,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,194/4,20/20,Deccan Chargers,182/9,20/20,Delhi Capitals
22,2008,Match 36,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,158/1,13.5/20,Chennai Super Kings,156/6,20/20,Mumbai Indians
23,2008,Match 35,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,133/6,20/20,Delhi Capitals,110,17.5/20,Kolkata Knight Riders
24,2008,Match 34,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,144/1,15.4/20,Royal Challengers Bangalore,143/8,20/20,Punjab Kings
25,2008,Match 33,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,159/7,19.1/20,Delhi Capitals,156/7,20/20,Rajasthan Royals
26,2008,Match 32,16:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,181/7,20/20,Kolkata Knight Riders,204/4,20/20,Kolkata Knight Riders
27,2008,Match 31,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,181/4,20/20,Punjab Kings,163/9,20/20,Chennai Super Kings
28,2008,Match 30,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,141/2,16/20,Deccan Chargers,140/8,20/20,Rajasthan Royals
29,2008,Match 29,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,129/7,16/20,Royal Challengers Bangalore,124/4,16/20,Kolkata Knight Riders
30,2008,Match 28,16:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,187/5,20/20,Chennai Super Kings,188/6,20/20,Chennai Super Kings
31,2008,Match 27,20:00,"DY Patil Stadium, Navi Mumbai",Mumbai Indians,104/3,15.1/20,Rajasthan Royals,103,16.2/20,Mumbai Indians
32,2008,Match 26,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,144/7,20/20,Deccan Chargers,148/3,18/20,Deccan Chargers
33,2008,Match 25,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,126,19.2/20,Punjab Kings,127/4,18.2/20,Punjab Kings
34,2008,Match 24,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,110/2,14.2/20,Chennai Super Kings,109,19/20,Rajasthan Royals
35,2008,Match 23,16:00,"DY Patil Stadium, Navi Mumbai",Mumbai Indians,162/8,20/20,Delhi Capitals,133,18.5/20,Mumbai Indians
36,2008,Match 22,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,178/6,20/20,Kolkata Knight Riders,169/6,20/20,Punjab Kings
37,2008,Match 21,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,156/8,20/20,Deccan Chargers,153/6,20/20,Royal Challengers Bangalore
38,2008,Match 20,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,169/6,20/20,Delhi Capitals,172/2,19/20,Delhi Capitals
39,2008,Match 19,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,164/8,20/20,Punjab Kings,167/3,18.5/20,Punjab Kings
40,2008,Match 18,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,196/7,20/20,Kolkata Knight Riders,151,19.1/20,Rajasthan Royals
41,2008,Match 17,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,191/5,20/20,Royal Challengers Bangalore,181/5,20/20,Delhi Capitals
42,2008,Match 16,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,137/8,20/20,Mumbai Indians,138/3,18.4/20,Mumbai Indians
43,2008,Match 15,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,165,19.4/20,Chennai Super Kings,178/5,20/20,Chennai Super Kings
44,2008,Match 14,20:00,"DY Patil Stadium, Navi Mumbai",Mumbai Indians,154/7,20/20,Deccan Chargers,155/0,12/20,Deccan Chargers
45,2008,Match 13,16:00,"IS Bindra Stadium, Mohali",Punjab Kings,162/6,19.3/20,Delhi Capitals,158/8,20/20,Punjab Kings
46,2008,Match 12,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,135/8,20/20,Rajasthan Royals,138/3,17.1/20,Rajasthan Royals
47,2008,Match 11,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,152/1,17/20,Kolkata Knight Riders,147/9,20/20,Chennai Super Kings
48,2008,Match 10,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,182,20/20,Mumbai Indians,116/9,20/20,Punjab Kings
49,2008,Match 9,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,214/5,20/20,Rajasthan Royals,217/7,19.5/20,Rajasthan Royals
50,2008,Match 8,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,208/5,20/20,Mumbai Indians,202/7,20/20,Chennai Super Kings
51,2008,Match 7,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,142/8,20/20,Delhi Capitals,143/1,13/20,Delhi Capitals
52,2008,Match 6,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,168/4,18.1/20,Punjab Kings,166/8,20/20,Rajasthan Royals
53,2008,Match 5,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,165/6,20/20,Royal Challengers Bangalore,166/5,19.4/20,Royal Challengers Bangalore
54,2008,Match 4,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,112/5,19/20,Deccan Chargers,110,18.4/20,Kolkata Knight Riders
55,2008,Match 3,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,132/1,15.1/20,Rajasthan Royals,129/8,20/20,Delhi Capitals
56,2008,Match 2,16:00,"IS Bindra Stadium, Mohali",Punjab Kings,207/4,20/20,Chennai Super Kings,240/5,20/20,Chennai Super Kings
57,2008,Match 1,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,82,15.1/20,Kolkata Knight Riders,222/3,20/20,Kolkata Knight Riders
58,2009,Final,20:00,"New Wanderers Stadium, Johannesburg",Royal Challengers Bangalore,137/9,20/20,Deccan Chargers,143/6,20/20,Deccan Chargers
59,2009,2nd Semi-Final,20:00,"New Wanderers Stadium, Johannesburg",Royal Challengers Bangalore,149/4,18.5/20,Chennai Super Kings,146/5,20/20,Royal Challengers Bangalore
60,2009,1st Semi-Final,20:00,"Supersport Park, Centurion",Delhi Capitals,153/8,20/20,Deccan Chargers,154/4,17.4/20,Deccan Chargers
61,2009,Match 56,20:00,"Supersport Park, Centurion",Royal Challengers Bangalore,170/4,20/20,Deccan Chargers,158/6,20/20,Royal Challengers Bangalore
62,2009,Match 55,16:00,"Supersport Park, Centurion",Delhi Capitals,166/6,17.3/20,Mumbai Indians,165/8,20/20,Delhi Capitals
63,2009,Match 54,20:00,"Kingsmead, Durban",Chennai Super Kings,116/9,20/20,Punjab Kings,92/8,20/20,Chennai Super Kings
64,2009,Match 53,16:00,"Kingsmead, Durban",Kolkata Knight Riders,102/6,19.3/20,Rajasthan Royals,101/9,20/20,Kolkata Knight Riders
65,2009,Match 52,20:00,"New Wanderers Stadium, Johannesburg",Royal Challengers Bangalore,135/3,19/20,Delhi Capitals,134/7,20/20,Royal Challengers Bangalore
66,2009,Match 51,20:00,"Supersport Park, Centurion",Chennai Super Kings,188/3,20/20,Kolkata Knight Riders,189/3,20/20,Kolkata Knight Riders
67,2009,Match 50,20:00,"OUTsurance Oval, Bloemfontein",Delhi Capitals,150/3,20/20,Rajasthan Royals,136/9,20/20,Delhi Capitals
68,2009,Match 49,16:00,"New Wanderers Stadium, Johannesburg",Deccan Chargers,133/8,20/20,Punjab Kings,134/7,20/20,Punjab Kings
69,2009,Match 48,20:00,"New Wanderers Stadium, Johannesburg",Deccan Chargers,166/4,20/20,Kolkata Knight Riders,160/5,20/20,Deccan Chargers
70,2009,Match 47,16:00,"St George's Park, Port Elizabeth",Chennai Super Kings,151/3,19.1/20,Mumbai Indians,147/5,20/20,Chennai Super Kings
71,2009,Match 46,20:00,"OUTsurance Oval, Bloemfontein",Delhi Capitals,120/9,20/20,Punjab Kings,123/4,19.1/20,Punjab Kings
72,2009,Match 45,20:00,"Kingsmead, Durban",Mumbai Indians,143,19.5/20,Rajasthan Royals,145/7,20/20,Rajasthan Royals
73,2009,Match 44,16:00,"Kingsmead, Durban",Royal Challengers Bangalore,132/8,19.4/20,Chennai Super Kings,129,19.4/20,Royal Challengers Bangalore
74,2009,Match 43,20:00,"Kingsmead, Durban",Deccan Chargers,161,19.4/20,Delhi Capitals,173/7,20/20,Delhi Capitals
75,2009,Match 42,20:00,"Supersport Park, Centurion",Punjab Kings,119/9,20/20,Mumbai Indians,122/2,16.2/20,Mumbai Indians
76,2009,Match 41,16:00,"Supersport Park, Centurion",Royal Challengers Bangalore,176/4,19.2/20,Kolkata Knight Riders,173/4,20/20,Royal Challengers Bangalore
77,2009,Match 40,20:00,"De Beers Diamond Oval, Kimberley",Deccan Chargers,166/7,20/20,Rajasthan Royals,113,19.3/20,Deccan Chargers
78,2009,Match 39,20:00,"New Wanderers Stadium, Johannesburg",Delhi Capitals,125/3,17.1/20,Kolkata Knight Riders,123/8,20/20,Delhi Capitals
79,2009,Match 38,16:00,"St George's Park, Port Elizabeth",Royal Challengers Bangalore,141/7,20/20,Mumbai Indians,157/2,20/20,Mumbai Indians
80,2009,Match 37,20:00,"De Beers Diamond Oval, Kimberley",Chennai Super Kings,141/3,18.2/20,Rajasthan Royals,140/7,20/20,Chennai Super Kings
81,2009,Match 36,16:00,"De Beers Diamond Oval, Kimberley",Deccan Chargers,168/5,20/20,Punjab Kings,169/7,19.5/20,Punjab Kings
82,2009,Match 35,20:00,"Buffalo Park, East London",Delhi Capitals,118/3,18.5/20,Mumbai Indians,116,20/20,Delhi Capitals
83,2009,Match 34,20:00,"Supersport Park, Centurion",Chennai Super Kings,186/3,18/18,Punjab Kings,174/3,18/18,Chennai Super Kings
84,2009,Match 33,16:00,"Supersport Park, Centurion",Royal Challengers Bangalore,105,20/20,Rajasthan Royals,107/3,15/20,Rajasthan Royals
85,2009,Match 32,20:00,"Supersport Park, Centurion",Deccan Chargers,145/6,20/20,Mumbai Indians,126/8,20/20,Deccan Chargers
86,2009,Match 31,20:00,"Kingsmead, Durban",Delhi Capitals,157/1,19/20,Kolkata Knight Riders,154/3,20/20,Delhi Capitals
87,2009,Match 30,16:00,"Kingsmead, Durban",Punjab Kings,133/8,20/20,Rajasthan Royals,211/4,20/20,Rajasthan Royals
88,2009,Match 29,20:00,"Buffalo Park, East London",Chennai Super Kings,178/3,20/20,Deccan Chargers,100,14.4/20,Chennai Super Kings
89,2009,Match 28,20:00,"New Wanderers Stadium, Johannesburg",Royal Challengers Bangalore,150/1,18.1/20,Mumbai Indians,149/4,20/20,Royal Challengers Bangalore
90,2009,Match 27,16:00,"St George's Park, Port Elizabeth",Punjab Kings,154/4,20/20,Kolkata Knight Riders,153/3,20/20,Punjab Kings
91,2009,Match 26,20:00,"New Wanderers Stadium, Johannesburg",Chennai Super Kings,163,20/20,Delhi Capitals,145/8,20/20,Chennai Super Kings
92,2009,Match 25,16:00,"St George's Park, Port Elizabeth",Deccan Chargers,141/5,20/20,Rajasthan Royals,142/7,19.4/20,Rajasthan Royals
93,2009,Match 24,20:00,"Kingsmead, Durban",Royal Challengers Bangalore,145/9,20/20,Punjab Kings,137/7,20/20,Royal Challengers Bangalore
94,2009,Match 23,16:00,"Buffalo Park, East London",Kolkata Knight Riders,139/6,20/20,Mumbai Indians,148/6,20/20,Mumbai Indians
95,2009,Match 22,20:00,"Supersport Park, Centurion",Chennai Super Kings,164/5,20/20,Rajasthan Royals,126,19.3/20,Chennai Super Kings
96,2009,Match 21,16:00,"Supersport Park, Centurion",Deccan Chargers,148/9,20/20,Delhi Capitals,150/4,18.4/20,Delhi Capitals
97,2009,Match 20,20:00,"Kingsmead, Durban",Punjab Kings,119/8,20/20,Mumbai Indians,116/7,20/20,Punjab Kings
98,2009,Match 19,16:00,"Kingsmead, Durban",Royal Challengers Bangalore,143/5,19.5/20,Kolkata Knight Riders,139/6,20/20,Royal Challengers Bangalore
99,2009,Match 18,20:00,"Supersport Park, Centurion",Delhi Capitals,143/7,20/20,Rajasthan Royals,147/5,18.3/20,Rajasthan Royals
100,2009,Match 17,20:00,"St George's Park, Port Elizabeth",Kolkata Knight Riders,95,15.2/20,Mumbai Indians,187/6,20/20,Mumbai Indians
101,2009,Match 16,16:00,"Kingsmead, Durban",Chennai Super Kings,165/6,20/20,Deccan Chargers,169/4,19.3/20,Deccan Chargers
102,2009,Match 15,20:00,"Newlands, Cape Town",Punjab Kings,139/6,20/20,Rajasthan Royals,112/7,20/20,Punjab Kings
103,2009,Match 14,16:00,"St George's Park, Port Elizabeth",Royal Challengers Bangalore,149/7,20/20,Delhi Capitals,150/4,19.2/20,Delhi Capitals
104,2009,Match 12,16:00,"Kingsmead, Durban",Deccan Chargers,168/9,20/20,Mumbai Indians,156/7,20/20,Deccan Chargers
105,2009,Match 11,20:00,"Kingsmead, Durban",Royal Challengers Bangalore,168/9,20/20,Punjab Kings,173/3,19/20,Punjab Kings
106,2009,Match 10,20:00,"Newlands, Cape Town",Kolkata Knight Riders,150/8,20/20,Rajasthan Royals,150/6,20/20,Rajasthan Royals
107,2009,Match 9,16:00,"Kingsmead, Durban",Chennai Super Kings,180/9,20/20,Delhi Capitals,189/5,20/20,Delhi Capitals
108,2009,Match 8,20:00,"Newlands, Cape Town",Royal Challengers Bangalore,160/8,20/20,Deccan Chargers,184/6,20/20,Deccan Chargers
109,2009,Match 6,16:00,"Kingsmead, Durban",Punjab Kings,68/6,2/20,Kolkata Knight Riders,79/1,2/9,Kolkata Knight Riders
110,2009,Match 5,20:00,"St George's Park, Port Elizabeth",Royal Challengers Bangalore,87,15.2/20,Chennai Super Kings,179/5,20/20,Chennai Super Kings
111,2009,Match 4,20:00,"Newlands, Cape Town",Deccan Chargers,104/2,13.1/20,Kolkata Knight Riders,101,19.4/20,Deccan Chargers
112,2009,Match 3,16:00,"Newlands, Cape Town",Delhi Capitals,58/0,5/6,Punjab Kings,53/7,6/12,Delhi Capitals
113,2009,Match 2,20:00,"Newlands, Cape Town",Royal Challengers Bangalore,133/8,20/20,Rajasthan Royals,58,15.1/20,Royal Challengers Bangalore
114,2009,Match 1,16:00,"Newlands, Cape Town",Chennai Super Kings,146/7,20/20,Mumbai Indians,165/7,20/20,Mumbai Indians
115,2010,Final,20:00,"DY Patil Stadium, Navi Mumbai",Chennai Super Kings,168/5,20/20,Mumbai Indians,146/9,20/20,Chennai Super Kings
116,2010,3rd Place Play-off,20:00,"DY Patil Stadium, Navi Mumbai",Royal Challengers Bangalore,86/1,13.5/20,Deccan Chargers,82,18.3/20,Royal Challengers Bangalore
117,2010,2nd Semi-Final,20:00,"DY Patil Stadium, Navi Mumbai",Chennai Super Kings,142/7,20/20,Deccan Chargers,104,19.2/20,Chennai Super Kings
118,2010,1st Semi-Final,20:00,"DY Patil Stadium, Navi Mumbai",Royal Challengers Bangalore,149/9,20/20,Mumbai Indians,184/5,20/20,Mumbai Indians
119,2010,Match 56,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,135/1,17.3/20,Mumbai Indians,133/8,20/20,Kolkata Knight Riders
120,2010,Match 55,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,134/7,20/20,Deccan Chargers,145/7,20/20,Deccan Chargers
121,2010,Match 54,16:00,"HPCA Stadium, Dharamsala",Punjab Kings,192/3,20/20,Chennai Super Kings,195/4,19.4/20,Chennai Super Kings
122,2010,Match 53,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,133/2,16.1/20,Rajasthan Royals,132/9,20/20,Kolkata Knight Riders
123,2010,Match 52,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,134/9,20/20,Mumbai Indians,191/4,20/20,Mumbai Indians
124,2010,Match 51,20:00,"HPCA Stadium, Dharamsala",Punjab Kings,174/3,20/20,Deccan Chargers,178/5,19.1/20,Deccan Chargers
125,2010,Match 50,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,112/9,20/20,Delhi Capitals,113/4,18.4/20,Delhi Capitals
126,2010,Match 49,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,130/6,20/20,Royal Challengers Bangalore,132/5,15.4/20,Royal Challengers Bangalore
127,2010,Match 48,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,143/1,13.3/20,Kolkata Knight Riders,139/8,20/20,Chennai Super Kings
128,2010,Match 47,16:00,"Brabourne Stadium, Mumbai",Mumbai Indians,183/4,20/20,Delhi Capitals,144/7,20/20,Mumbai Indians
129,2010,Match 46,20:00,"Vidarbha Cricket Association Stadium, Nagpur",Deccan Chargers,151/6,20/20,Royal Challengers Bangalore,138,19.4/20,Deccan Chargers
130,2010,Match 45,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,137/8,20/20,Mumbai Indians,174/5,20/20,Mumbai Indians
131,2010,Match 44,16:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,111,19.4/20,Punjab Kings,112/3,18.4/20,Punjab Kings
132,2010,Match 43,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,162/3,17.1/20,Kolkata Knight Riders,160/9,20/20,Royal Challengers Bangalore
133,2010,Match 42,16:00,"Vidarbha Cricket Association Stadium, Nagpur",Deccan Chargers,139/4,19.1/20,Chennai Super Kings,138/8,20/20,Deccan Chargers
134,2010,Match 41,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,158/4,19.2/20,Mumbai Indians,154/9,20/20,Punjab Kings
135,2010,Match 40,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,184/6,20/20,Deccan Chargers,186/3,19.2/20,Deccan Chargers
136,2010,Match 39,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,181/3,20/20,Delhi Capitals,167/8,20/20,Kolkata Knight Riders
137,2010,Match 38,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,157/1,15/20,Punjab Kings,153/6,20/20,Rajasthan Royals
138,2010,Match 37,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,165/4,20/20,Mumbai Indians,141/9,20/20,Chennai Super Kings
139,2010,Match 36,20:00,"Vidarbha Cricket Association Stadium, Nagpur",Deccan Chargers,157,19.5/20,Rajasthan Royals,159,19.5/20,Rajasthan Royals
140,2010,Match 35,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,184/5,20/20,Royal Challengers Bangalore,147/9,20/20,Delhi Capitals
141,2010,Match 34,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,200/3,20/20,Punjab Kings,204/2,18.2/20,Punjab Kings
142,2010,Match 33,20:00,"Brabourne Stadium, Mumbai",Mumbai Indians,178/5,20/20,Deccan Chargers,115,18.2/20,Mumbai Indians
143,2010,Match 32,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,246/5,20/20,Rajasthan Royals,223/5,20/20,Chennai Super Kings
144,2010,Match 31,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,181/5,20/20,Royal Challengers Bangalore,184/4,19.1/20,Royal Challengers Bangalore
145,2010,Match 30,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,181/6,20/20,Deccan Chargers,157/5,20/20,Kolkata Knight Riders
146,2010,Match 29,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,188/6,20/20,Rajasthan Royals,121,17.4/20,Delhi Capitals
147,2010,Match 28,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,162/5,18.5/20,Royal Challengers Bangalore,161/4,20/20,Chennai Super Kings
148,2010,Match 27,20:00,"Brabourne Stadium, Mumbai",Mumbai Indians,164/6,19.3/20,Punjab Kings,163,20/20,Mumbai Indians
149,2010,Match 26,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,177/4,20/20,Kolkata Knight Riders,137/9,20/20,Delhi Capitals
150,2010,Match 25,20:00,"DY Patil Stadium, Navi Mumbai",Deccan Chargers,131,17.4/20,Mumbai Indians,172/7,20/20,Mumbai Indians
151,2010,Match 24,16:00,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,177/8,20/20,Chennai Super Kings,160/6,20/20,Rajasthan Royals
152,2010,Match 23,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,144/6,20/20,Kolkata Knight Riders,183/5,20/20,Kolkata Knight Riders
153,2010,Match 22,20:00,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,151/2,15.4/20,Deccan Chargers,148/9,20/20,Rajasthan Royals
154,2010,Match 21,20:00,"Brabourne Stadium, Mumbai",Mumbai Indians,181/5,19/20,Chennai Super Kings,180/2,20/20,Mumbai Indians
155,2010,Match 20,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,166/9,20/20,Delhi Capitals,183/4,20/20,Delhi Capitals
156,2010,Match 19,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,152,19.1/20,Rajasthan Royals,183/5,20/20,Rajasthan Royals
157,2010,Match 18,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,171/5,20/20,Chennai Super Kings,135/7,20/20,Royal Challengers Bangalore
158,2010,Match 17,20:00,"Brabourne Stadium, Mumbai",Mumbai Indians,156/3,18.3/20,Kolkata Knight Riders,155/3,20/20,Mumbai Indians
159,2010,Match 16,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,136/7,20/20,Punjab Kings,136/8,20/20,Punjab Kings
160,2010,Match 15,16:00,"Barabati Stadium, Cuttack",Deccan Chargers,171/6,20/20,Delhi Capitals,161/9,20/20,Deccan Chargers
161,2010,Match 14,20:00,"Brabourne Stadium, Mumbai",Mumbai Indians,151/9,20/20,Royal Challengers Bangalore,155/3,19.1/20,Royal Challengers Bangalore
162,2010,Match 13,16:00,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,168/7,20/20,Kolkata Knight Riders,134/5,20/20,Rajasthan Royals
163,2010,Match 12,20:00,"Barabati Stadium, Cuttack",Deccan Chargers,170/7,20/20,Punjab Kings,164/8,20/20,Deccan Chargers
164,2010,Match 11,16:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,185/6,20/20,Chennai Super Kings,190/5,19.1/20,Chennai Super Kings
165,2010,Match 10,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,93/0,10.4/20,Rajasthan Royals,92,19.5/20,Royal Challengers Bangalore
166,2010,Match 9,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,120,16.3/20,Mumbai Indians,218/7,20/20,Mumbai Indians
167,2010,Match 8,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,109,19.2/20,Chennai Super Kings,164/3,20/20,Chennai Super Kings
168,2010,Match 7,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,204/2,18.5/20,Punjab Kings,203/3,20/20,Royal Challengers Bangalore
169,2010,Match 6,20:00,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,141/6,20/20,Delhi Capitals,142/4,17.1/20,Delhi Capitals
170,2010,Match 5,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,159/9,20/20,Deccan Chargers,190/4,20/20,Deccan Chargers
171,2010,Match 4,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,136/3,19.2/20,Royal Challengers Bangalore,135/7,20/20,Kolkata Knight Riders
172,2010,Match 3,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,142/9,20/20,Delhi Capitals,146/5,19.5/20,Delhi Capitals
173,2010,Match 2,16:00,"Brabourne Stadium, Mumbai",Mumbai Indians,212/6,20/20,Rajasthan Royals,208/7,20/20,Mumbai Indians
174,2010,Match 1,20:00,"DY Patil Stadium, Navi Mumbai",Deccan Chargers,150/7,20/20,Kolkata Knight Riders,161/4,20/20,Kolkata Knight Riders
175,2011,Final,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,205/5,20/20,Royal Challengers Bangalore,147/8,20/20,Chennai Super Kings
